chr22	23299145
chr22	23299263
chr22	23302084
chr22	23302444
chr22	23302607
chr22	23303306
chr22	23304325
chr22	23304852
chr22	23305247
chr22	23306291
chr22	23307636
chr22	23307681
chr22	23307807
chr22	23307807
chr22	23309175
chr22	23310025
chr22	23312620
chr22	23312897
chr22	23312897
chr22	23314597
chr22	23315426
chr22	23315479
chr22	23316722
chr22	23317181
chr22	23317346
chr22	23319607
chr22	23320710
chr22	23321905
chr22	23323693
chr22	23325544
chr22	23326712
chr22	23327515
chr22	23327817
chr22	23330680
chr22	23331874
chr22	23333690
chr22	23334253
chr22	23334477
chr22	23335460
chr22	23339003
chr22	23339464
chr22	23339841
chr22	23340826
chr22	23341389
chr22	23344038
chr22	23346864
chr22	23349808
chr22	23350551
chr22	23351385
chr22	23356362
chr22	23357082
chr22	23357129
chr22	23357423
chr22	23357423
chr22	23358435
chr22	23358578
chr22	23359565
chr22	23359576
chr22	23360091
chr22	23363030
chr22	23363824
chr22	23363833
chr22	23365695
chr22	23366114
chr22	23366287
chr22	23366646
chr22	23367022
chr22	23367163
chr22	23372002
chr22	23375278
chr22	23375718
chr22	23376905
chr22	23377678
chr22	23378823
chr22	23380897
chr22	23380897
chr22	23381299
chr22	23382522
chr22	23383510
chr22	23383541
chr22	23386352
chr22	23388961
chr22	23389003
chr22	23389022
chr22	23389489
chr22	23389834
chr22	23391219
chr22	23391685
chr22	23391828
chr22	23392063
chr22	23392582
chr22	23392863
chr22	23393375
chr22	23393422
chr22	23393462
chr22	23393578
chr22	23393592
chr22	23394118
chr22	23394701
chr22	23394838
chr22	23394997
chr22	23395147
chr22	23395368
chr22	23397129
chr22	23397539
chr22	23397901
chr22	23397911
chr22	23398130
chr22	23398813
chr22	23399053
chr22	23400351
chr22	23400392
chr22	23401227
chr22	23401846
chr22	23402446
chr22	23403883
chr22	23405437
chr22	23408125
chr22	23408660
chr22	23410211
chr22	23410918
chr22	23411376
chr22	23414463
chr22	23414523
chr22	23414891
chr22	23415247
chr22	23415370
chr22	23415969
chr22	23416483
chr22	23418388
chr22	23418973
chr22	23418998
chr22	23419645
chr22	23419725
chr22	23420105
chr22	23421261
chr22	23421987
chr22	23423059
chr22	23427773
chr22	23428762
chr22	23429712
chr22	23429743
chr22	23430309
chr22	23430779
chr22	23431632
chr22	23432578
chr22	23433511
chr22	23433992
chr22	23435925
chr22	23436454
chr22	23437470
chr22	23437635
chr22	23437878
chr22	23437903
chr22	23437957
chr22	23438429
chr22	23438854
chr22	23442326
chr22	23444460
chr22	23444583
chr22	23445053
chr22	23446655
chr22	23446883
chr22	23447041
chr22	23447049
chr22	23447127
chr22	23447514
chr22	23447514
chr22	23447554
chr22	23448281
chr22	23448838
chr22	23449000
chr22	23449036
chr22	23449842
chr22	23449924
chr22	23450212
chr22	23450461
chr22	23451348
chr22	23451614
chr22	23451843
chr22	23452084
chr22	23452199
chr22	23452713
chr22	23452954
chr22	23453024
chr22	23453611
chr22	23455730
chr22	23456791
chr22	23457530
chr22	23457918
chr22	23458098
chr22	23458714
chr22	23459403
chr22	23460507
chr22	23460868
chr22	23463051
chr22	23469447
chr22	23469940
chr22	23470636
chr22	23470948
chr22	23470965
chr22	23471149
chr22	23472661
chr22	23473404
chr22	23473958
chr22	23474637
chr22	23475571
chr22	23477142
chr22	23481243
chr22	23485043
chr22	23485726
chr22	23485777
chr22	23486881
chr22	23488872
chr22	23489863
chr22	23491277
chr22	23493998
chr22	23494462
chr22	23495472
chr22	23498146
chr22	23499169
chr22	23499606
chr22	23499668
chr22	23499737
chr22	23500997
chr22	23501756
chr22	23501800
chr22	23504333
chr22	23506580
chr22	23507127
chr22	23507985
chr22	23508124
chr22	23509969
chr22	23510247
chr22	23511722
chr22	23511796
chr22	23512346
chr22	23512677
chr22	23513002
chr22	23513331
chr22	23513398
chr22	23513889
chr22	23514439
chr22	23514713
chr22	23514842
chr22	23515066
chr22	23515385
chr22	23515557
chr22	23515580
chr22	23515649
chr22	23515707
chr22	23515817
chr22	23516071
chr22	23516317
chr22	23516782
chr22	23517615
chr22	23518925
chr22	23518960
chr22	23519094
chr22	23519587
chr22	23519587
chr22	23519966
chr22	23520666
chr22	23521224
chr22	23522451
chr22	23523820
chr22	23524590
chr22	23525055
chr22	23525737
chr22	23526721
chr22	23526943
chr22	23527204
chr22	23528582
chr22	23529078
chr22	23529638
chr22	23531554
chr22	23531825
chr22	23532278
chr22	23532544
chr22	23532651
chr22	23533527
chr22	23535502
chr22	23536471
chr22	23536478
chr22	23536665
chr22	23536910
chr22	23537152
chr22	23538136
chr22	23539400
chr22	23541908
chr22	23544948
chr22	23545562
chr22	23545871
chr22	23548310
chr22	23548628
chr22	23549254
chr22	23549308
chr22	23549666
chr22	23550246
chr22	23553358
chr22	23554178
chr22	23554794
chr22	23557113
chr22	23563663
chr22	23566619
chr22	23567212
chr22	23567670
chr22	23568423
chr22	23569627
chr22	23569909
chr22	23571078
chr22	23571392
chr22	23572200
chr22	23573056
chr22	23573342
chr22	23574084
chr22	23575559
chr22	23577261
