chr22	23299035	20	19
chr22	23299065	8	8
chr22	23299082	3	3
chr22	23299121	1	1
chr22	23299129	3	3
chr22	23299141	4	4
chr22	23299145	5	5
chr22	23299197	18	17
chr22	23299205	18	16
chr22	23299226	21	20
chr22	23299263	24	23
chr22	23299275	30	28
chr22	23299304	26	25
chr22	23299325	23	23
chr22	23299354	21	18
chr22	23299359	23	22
chr22	23299396	39	26
chr22	23299416	34	31
chr22	23299466	26	25
chr22	23299475	24	24
chr22	23299514	41	40
chr22	23299521	42	41
chr22	23299526	37	37
chr22	23299574	14	12
chr22	23299831	7	7
chr22	23299864	11	11
chr22	23299889	6	6
chr22	23299912	6	5
chr22	23299938	15	9
chr22	23300452	16	13
chr22	23300544	24	23
chr22	23300577	25	25
chr22	23300621	15	15
chr22	23300625	13	13
chr22	23300647	10	10
chr22	23300831	26	19
chr22	23301078	30	28
chr22	23301107	29	27
chr22	23301132	36	27
chr22	23301166	45	40
chr22	23301168	44	37
chr22	23301174	39	35
chr22	23301198	35	32
chr22	23301260	26	22
chr22	23301292	29	27
chr22	23301436	9	9
chr22	23301447	11	11
chr22	23301456	13	12
chr22	23301500	24	21
chr22	23301602	29	28
chr22	23301625	31	31
chr22	23301766	7	7
chr22	23301813	15	13
chr22	23301850	12	12
chr22	23301877	19	15
chr22	23301901	23	23
chr22	23302084	13	13
chr22	23302113	26	24
chr22	23302190	16	14
chr22	23302250	21	20
chr22	23302278	23	22
chr22	23302400	15	14
chr22	23302410	12	11
chr22	23302444	16	5
chr22	23302460	16	16
chr22	23302474	16	14
chr22	23302533	12	12
chr22	23302544	14	12
chr22	23302607	31	29
chr22	23302659	23	16
chr22	23302686	7	7
chr22	23302693	6	6
chr22	23302722	10	2
chr22	23302796	12	8
chr22	23302810	12	10
chr22	23302930	17	15
chr22	23302944	14	8
chr22	23302973	11	9
chr22	23302988	13	9
chr22	23303011	14	11
chr22	23303258	21	18
chr22	23303306	55	54
chr22	23303318	62	62
chr22	23303330	59	59
chr22	23303354	25	25
chr22	23303361	22	19
chr22	23303416	26	22
chr22	23303482	17	16
chr22	23303711	23	13
chr22	23303733	42	42
chr22	23303840	49	48
chr22	23304082	26	21
chr22	23304229	5	5
chr22	23304275	48	48
chr22	23304325	77	71
chr22	23304535	44	40
chr22	23304568	49	47
chr22	23304649	17	17
chr22	23304723	36	36
chr22	23304840	23	21
chr22	23304842	21	20
chr22	23304852	15	15
chr22	23304943	18	17
chr22	23304971	57	27
chr22	23305062	29	27
chr22	23305070	27	24
chr22	23305108	19	17
chr22	23305247	17	16
chr22	23305328	23	3
chr22	23305335	23	5
chr22	23305449	8	0
chr22	23305587	9	6
chr22	23305635	10	6
chr22	23305679	12	8
chr22	23305804	6	4
chr22	23305868	31	2
chr22	23305878	39	0
chr22	23305979	52	1
chr22	23305987	45	2
chr22	23306060	8	1
chr22	23306067	16	2
chr22	23306074	16	1
chr22	23306077	17	2
chr22	23306147	8	1
chr22	23306150	10	0
chr22	23306216	12	4
chr22	23306261	13	13
chr22	23306291	6	5
chr22	23306575	36	17
chr22	23306588	33	30
chr22	23306649	20	15
chr22	23306689	14	13
chr22	23306744	6	5
chr22	23306847	6	6
chr22	23306851	6	6
chr22	23306856	6	6
chr22	23306862	6	6
chr22	23306866	6	6
chr22	23306894	4	4
chr22	23306924	15	15
chr22	23307126	21	21
chr22	23307136	18	18
chr22	23307220	38	35
chr22	23307355	6	6
chr22	23307617	2	2
chr22	23307636	2	2
chr22	23307655	3	3
chr22	23307666	3	3
chr22	23307676	2	2
chr22	23307681	2	2
chr22	23307684	2	2
chr22	23307737	16	12
chr22	23307807	13	12
chr22	23307947	2	2
chr22	23308019	4	4
chr22	23308022	3	3
chr22	23308046	2	2
chr22	23308183	5	4
chr22	23308192	5	5
chr22	23308328	19	19
chr22	23308344	15	14
chr22	23308366	10	9
chr22	23308450	8	8
chr22	23308462	11	9
chr22	23308534	14	9
chr22	23308540	16	13
chr22	23308547	13	12
chr22	23308584	10	10
chr22	23308594	11	11
chr22	23308680	33	29
chr22	23308693	35	29
chr22	23308709	37	30
chr22	23308727	40	39
chr22	23308787	26	23
chr22	23308836	17	17
chr22	23308880	12	11
chr22	23309115	7	1
chr22	23309130	7	5
chr22	23309175	4	3
chr22	23309307	11	11
chr22	23309313	11	8
chr22	23309348	2	1
chr22	23309431	2	2
chr22	23309460	6	6
chr22	23309465	6	5
chr22	23309471	8	8
chr22	23309487	16	15
chr22	23309493	18	18
chr22	23310025	36	28
chr22	23310092	26	25
chr22	23310127	7	4
chr22	23310326	9	4
chr22	23310340	9	9
chr22	23310382	2	1
chr22	23310387	2	1
chr22	23310567	5	4
chr22	23310570	5	3
chr22	23310701	30	5
chr22	23310726	24	17
chr22	23310748	18	3
chr22	23311323	1	0
chr22	23311344	5	2
chr22	23311362	9	1
chr22	23311413	20	10
chr22	23311450	21	15
chr22	23311470	15	8
chr22	23311485	11	9
chr22	23311589	7	6
chr22	23311595	10	9
chr22	23311612	16	16
chr22	23311692	3	3
chr22	23311724	3	1
chr22	23311728	3	3
chr22	23311736	3	3
chr22	23311748	3	3
chr22	23311752	3	3
chr22	23311755	3	3
chr22	23311782	7	7
chr22	23311784	8	8
chr22	23311790	12	12
chr22	23311801	19	17
chr22	23311829	23	21
chr22	23311832	23	22
chr22	23311852	14	13
chr22	23311859	16	14
chr22	23311886	14	14
chr22	23311888	13	13
chr22	23312163	11	11
chr22	23312560	2	1
chr22	23312614	4	4
chr22	23312620	4	4
chr22	23312635	5	4
chr22	23312780	7	5
chr22	23312844	23	13
chr22	23312862	19	18
chr22	23312873	17	17
chr22	23312897	4	4
chr22	23312902	2	1
chr22	23313008	3	3
chr22	23313020	5	5
chr22	23313054	8	7
chr22	23313065	11	8
chr22	23313137	9	6
chr22	23313177	17	9
chr22	23313482	2	2
chr22	23313542	1	1
chr22	23313545	1	1
chr22	23313559	6	6
chr22	23313720	2	2
chr22	23313743	1	1
chr22	23313762	2	2
chr22	23313778	11	10
chr22	23313860	15	14
chr22	23313912	16	14
chr22	23313930	15	15
chr22	23313956	15	13
chr22	23313980	19	17
chr22	23314025	22	20
chr22	23314120	17	17
chr22	23314158	24	23
chr22	23314207	31	27
chr22	23314302	22	15
chr22	23314339	24	20
chr22	23314451	5	2
chr22	23314516	18	18
chr22	23314531	19	18
chr22	23314597	21	20
chr22	23314602	21	14
chr22	23314617	16	16
chr22	23314625	14	14
chr22	23314633	11	10
chr22	23314946	16	16
chr22	23315392	14	9
chr22	23315426	19	2
chr22	23315479	15	5
chr22	23315513	23	17
chr22	23315547	25	24
chr22	23315578	18	5
chr22	23315587	17	10
chr22	23315594	18	9
chr22	23315657	20	4
chr22	23315668	21	5
chr22	23315695	11	4
chr22	23315758	23	0
chr22	23315778	39	0
chr22	23315878	35	2
chr22	23315901	28	0
chr22	23315938	2	0
chr22	23316066	42	4
chr22	23316221	18	18
chr22	23316235	12	11
chr22	23316251	3	3
chr22	23316550	20	18
chr22	23316722	6	2
chr22	23316737	6	3
chr22	23316764	11	11
chr22	23316779	26	24
chr22	23316788	25	20
chr22	23316858	16	10
chr22	23316972	20	11
chr22	23317068	15	15
chr22	23317085	17	17
chr22	23317146	8	7
chr22	23317181	8	6
chr22	23317257	15	15
chr22	23317334	23	22
chr22	23317337	22	21
chr22	23317346	20	20
chr22	23317390	8	8
chr22	23317429	6	6
chr22	23317445	6	6
chr22	23317455	6	6
chr22	23317764	1	1
chr22	23317782	1	1
chr22	23317787	1	1
chr22	23317830	2	2
chr22	23317865	11	10
chr22	23317883	16	12
chr22	23317887	16	15
chr22	23318090	1	1
chr22	23318401	4	4
chr22	23318463	6	4
chr22	23318484	1	1
chr22	23318494	1	1
chr22	23318529	2	1
chr22	23318572	2	2
chr22	23318708	1	1
chr22	23318739	1	1
chr22	23318792	1	0
chr22	23318806	1	1
chr22	23318854	2	1
chr22	23318871	3	1
chr22	23318895	4	2
chr22	23318918	6	3
chr22	23318922	6	3
chr22	23318972	1	1
chr22	23319011	3	2
chr22	23319025	3	1
chr22	23319047	3	2
chr22	23319108	4	4
chr22	23319130	2	2
chr22	23319339	34	31
chr22	23319376	60	45
chr22	23319438	14	14
chr22	23319607	4	3
chr22	23319751	15	11
chr22	23319783	3	2
chr22	23319927	16	16
chr22	23320010	21	15
chr22	23320071	35	32
chr22	23320115	22	17
chr22	23320185	21	19
chr22	23320248	32	27
chr22	23320280	22	18
chr22	23320306	19	19
chr22	23320311	16	16
chr22	23320394	20	18
chr22	23320407	21	21
chr22	23320411	21	20
chr22	23320451	8	6
chr22	23320483	9	0
chr22	23320512	28	17
chr22	23320548	52	45
chr22	23320602	13	11
chr22	23320613	2	1
chr22	23320710	38	0
chr22	23320714	39	22
chr22	23320787	15	14
chr22	23320792	16	14
chr22	23320904	10	9
chr22	23320968	11	9
chr22	23321083	9	7
chr22	23321105	1	0
chr22	23321164	32	28
chr22	23321168	35	29
chr22	23321176	37	31
chr22	23321200	36	28
chr22	23321213	26	22
chr22	23321239	14	14
chr22	23321300	26	23
chr22	23321332	56	21
chr22	23321576	15	14
chr22	23321622	14	10
chr22	23321631	16	13
chr22	23321648	19	10
chr22	23321725	16	14
chr22	23321756	17	16
chr22	23321788	31	25
chr22	23321818	32	31
chr22	23321830	33	33
chr22	23321832	32	32
chr22	23321865	3	1
chr22	23321873	5	1
chr22	23321881	4	3
chr22	23321903	5	3
chr22	23321905	6	4
chr22	23321911	7	6
chr22	23321928	7	6
chr22	23321935	7	6
chr22	23321967	12	10
chr22	23321987	9	8
chr22	23321991	11	10
chr22	23322032	25	21
chr22	23322043	22	21
chr22	23322063	22	20
chr22	23322076	17	14
chr22	23322083	11	10
chr22	23322087	7	6
chr22	23322136	16	16
chr22	23322142	21	21
chr22	23322445	61	53
chr22	23322457	61	56
chr22	23322553	18	16
chr22	23322556	19	15
