chr22	21971332
chr22	21971450
chr22	21974271
chr22	21974631
chr22	21974794
chr22	21975493
chr22	21976512
chr22	21977039
chr22	21977434
chr22	21978478
chr22	21979823
chr22	21979868
chr22	21979994
chr22	21979994
chr22	21981362
chr22	21982212
chr22	21984807
chr22	21985084
chr22	21985084
chr22	21986784
chr22	21987613
chr22	21987666
chr22	21988909
chr22	21989368
chr22	21989533
chr22	21991794
chr22	21992897
chr22	21994092
chr22	21995880
chr22	21997731
chr22	21998899
chr22	21999702
chr22	22000004
chr22	22002867
chr22	22004061
chr22	22005877
chr22	22006440
chr22	22006664
chr22	22007647
chr22	22011190
chr22	22011651
chr22	22012028
chr22	22013013
chr22	22013576
chr22	22016225
chr22	22019051
chr22	22021995
chr22	22022738
chr22	22023572
chr22	22028549
chr22	22029269
chr22	22029316
chr22	22029610
chr22	22029610
chr22	22030622
chr22	22030765
chr22	22031752
chr22	22031763
chr22	22032278
chr22	22035217
chr22	22036011
chr22	22036020
chr22	22037882
chr22	22038301
chr22	22038474
chr22	22038833
chr22	22039209
chr22	22039350
chr22	22044189
chr22	22047465
chr22	22047905
chr22	22049092
chr22	22049865
chr22	22051010
chr22	22053084
chr22	22053084
chr22	22053486
chr22	22054709
chr22	22055697
chr22	22055728
chr22	22058539
chr22	22061148
chr22	22061190
chr22	22061209
chr22	22061676
chr22	22062021
chr22	22063406
chr22	22063872
chr22	22064015
chr22	22064250
chr22	22064769
chr22	22065050
chr22	22065562
chr22	22065609
chr22	22065649
chr22	22065765
chr22	22065779
chr22	22066305
chr22	22066888
chr22	22067025
chr22	22067184
chr22	22067334
chr22	22067555
chr22	22069316
chr22	22069726
chr22	22070088
chr22	22070098
chr22	22070317
chr22	22071000
chr22	22071240
chr22	22072538
chr22	22072579
chr22	22073414
chr22	22074033
chr22	22074633
chr22	22076070
chr22	22077624
chr22	22080312
chr22	22080847
chr22	22082398
chr22	22083105
chr22	22083563
chr22	22086650
chr22	22086710
chr22	22087078
chr22	22087434
chr22	22087557
chr22	22088156
chr22	22088670
chr22	22090575
chr22	22091160
chr22	22091185
chr22	22091832
chr22	22091912
chr22	22092292
chr22	22093448
chr22	22094174
chr22	22095246
chr22	22099960
chr22	22100949
chr22	22101899
chr22	22101930
chr22	22102496
chr22	22102966
chr22	22103819
chr22	22104765
chr22	22105698
chr22	22106179
chr22	22108112
chr22	22108641
chr22	22109657
chr22	22109822
chr22	22110065
chr22	22110090
chr22	22110144
chr22	22110616
chr22	22111041
chr22	22114513
chr22	22116647
chr22	22116770
chr22	22117240
chr22	22118842
chr22	22119070
chr22	22119228
chr22	22119236
chr22	22119314
chr22	22119701
chr22	22119701
chr22	22119741
chr22	22120468
chr22	22121025
chr22	22121187
chr22	22121223
chr22	22122029
chr22	22122111
chr22	22122399
chr22	22122648
chr22	22123535
chr22	22123801
chr22	22124030
chr22	22124271
chr22	22124386
chr22	22124900
chr22	22125141
chr22	22125211
chr22	22125798
chr22	22127917
chr22	22128978
chr22	22129717
chr22	22130105
chr22	22130285
chr22	22130901
chr22	22131590
chr22	22132694
chr22	22133055
chr22	22135238
chr22	22141634
chr22	22142127
chr22	22142823
chr22	22143135
chr22	22143152
chr22	22143336
chr22	22144848
chr22	22145591
